Date,PMID,Passage,Data
20181223,21392734,"According to the Allen Mouse Brain Atlas (http://mousebrain-map.org/welcome.do), all three candidate genes are expressed in brain tissue.",brain-map.org
20181222,21396449,"The Allen Institute for Brain Science recently released gene expression data from two control brains analyzed across 1,000 structures per brain, including cortical, subcortical, cerebellar and brainstem structures (http://human.brain-map.org/) and will extend this to at least ten normal control brains.",brain-map.org
20181222,21431469,These results are consistent with in situ hybridization results for En1 and En2 published by the Allen Brain Institute (Allen Institute for Brain Science ©2009; http://mouse.brain-map.org).,brain-map.org
20181222,21458238,The CONN-fMRI Functional Connectivity toolbox v1.2 (http://www.nitrc.org/projects/conn cited in) was used to create individual subject seed-to-voxel connectivity maps.,nitrc
20181222,21481336,We used the filtered GAIN dataset as supplied via dbGaP (http://www.ncbi.nlm.nih.gov/gap) of 673715 markers (1001 Bipolar cases and 1033 controls) typed on the Affymetrix Genome-Wide Human SNP Array 6.0.,dbgap
20181124,21509596,"Expression databases and mapping in mice (e.g., Allen Institute for Brain Science, http://www.brain-map.org/) indicate that many rodent orthologues of ASD risk genes, particularly those that carry rare mutations, can be expressed relatively broadly in the brain, and when mutated, result in significant cognitive impairments in mice (in addition to disruption of social and emotional regulation).",brain-map.org
20181222,21530613,Image processing was conducted in native space using the 1000 Connectomes project scripts (available at http://fcon_1000.projects.nitrc.org/).,fcon_1000.projects
20181222,21534993,GRP and NMB are expressed in very specific populations of neurons in anterior insula and anterior cingulate cortex in mice in the in situ hybridization maps in the Allen Brain Atlas (http://www.brain-map.org/).,brain-map.org
20181222,21537332,(Image modified from http://www.brain-map.org).,brain-map.org
20181222,21640837,"Next, images were imported into a freely distributed, structural analysis package, BrainVisa (http://www.nitrc.org/projects/brainvisa) and processed using its cortical extraction and parcellation pipelines, as described by Kochunov and colleagues (2005).",nitrc
20181222,21640837,We used a GMT measurement tool distributed as a plug-in for BrainVisa (http://www.nitrc.org/projects/brainvisa_ext).,nitrc
20181224,21643732,"Initial progress in this domain was achieved by the fMRI Data Center, and has been advanced more recently by several other neuroimaging data repositories, such as the Biomedical Informatics Research Network (BIRN), XNAT Central, the OpenfMRI Project (http://openfmri.org/), the 1000 Functional Connectomes Project (http://fcon_1000.projects.nitrc.org/), and the Laboratory of Neuro Imaging (LONI, http://www.loni.ucla.edu/Research/Databases/).",fcon_1000.projects
20181129,21647150,Inspection of the mouse in situ hybridization data in Allen Brain Atlas also shows a similar pattern using different probes (http://www.brain-map.org/).,brain-map.org
20181222,21674499,"The two antibodies produced identical patterns of labeling in the hypothalamus of colchicine-treated mice in our study, which are consistent with CRH mRNA expression (in situ hybridization) in the PVH of intact C57BL/6J mouse presented in the ABA (Image Series 292; see http://www.brain-map.org).",brain-map.org
20181222,21674499,This pattern is consistent with CRH mRNA expression in the PVH of intact C57BL/6J male mice of same age as archived in the ABA online digital gene expression library (Image Series 292 in http://www.brain-map.org).,brain-map.org
20181222,21741252,Dynamic PET images for each subject were realigned into common space by using a rigid body transformation matrix calculated by SPM5 software (http://www.nitrc.org/projects/spm/) based upon the first six minutes of integrated data from each study.,nitrc
20181124,21743807,Genetic data and de-identified demographic and phenotype data will be entered into the dbGAP database in accordance with NIH data-sharing policies.,dbgap
20181226,21769991,The resulting atlases and clustering software have been made publicly available at: http://www.nitrc.org/projects/cluster_roi/.,nitrc
20181226,21769991,"To avoid the circular logic of testing the parcellation on the same dataset from which it was derived, the analysis was performed on an independent dataset, the New York University test-retest dataset freely available through the 1000 Functional Connectomes Project (http://fcon_1000.projects.nitrc.org).",fcon_1000.projects
20181226,21769991,The software used for this analysis and the resulting ROI maps have been made available at NITRC for public use http://www.nitrc.org/projects/cluster_roi/.,nitrc
20181121,21799934,"The ROIs were 5 mm radius spheres from the center drawn using the MRIcron (http://www.nitrc.org/projects/mricron/) software, which allowed us to set constrains of the ROIs not exceeding a structural boundary.",nitrc
20181222,21803162,The template and tractography based reconstructions of five representative WM pathways are made publicly available at http://www.nitrc.org/projects/rmdtitemplate/.,nitrc
20181222,21803162,"In this study, the template is constructed using DTI-TK, an advanced DTI spatial normalization and atlas construction tool (http://www.nitrc.org/projects/dtitk).",nitrc
20181222,21803162,"This template, along with the WM pathways, may be downloaded at http://www.nitrc.org/projects/rmdtitemplate/.",nitrc
20181224,21832174,"In addition, unpublished data from the Allen Brain Atlas (http://human.brain-map.org/) demonstrate that MET is the most differentially expressed transcript in temporal cortex compared to all other cortical areas in adult human brain.",brain-map.org
20181224,21844811,"In addition, since this data will be publicly available through two NCBI resources, dbGaP (database of Genotypes and Phenotypes) and dbVar, this resource can be readily accessed by researchers as well as the clinical community.",dbgap
20181222,21856431,"When the fMRI Data Center (fMRIDC) was started in 2001 with the goal of sharing raw fMRI data, there was widespread skepticism and opposition regarding the utility of data sharing.",fmridc
20181222,21856431,"Although there were certainly some missteps in the execution of the fMRIDC project, this reaction largely reflected the fact that the project was ahead of its time, and there was a lack of a social consensus in favor of data sharing.",fmridc
20181227,21866342,"The original GWAS datasets, obtained via dbGaP permission, used in the current analysis contained 729,454 (EA) and 845,814 (AA) SNP-level summary statistics (a SNP-level Odds ratio and corresponding p value).",dbgap
20181222,21871609,"Since the time of the initial study planning and data analysis, genotype data for the other approximately half of the MGS control sample has been made publicly available via dbGaP (database of Genotypes and Phenotypes [http://www.ncbi.nlm.nih.gov/gap], Study Accession: phs000167.v1.p1 “nonGAIN sample”).",dbgap
20181223,21881559,Available from: http://www.brain-map.org.,brain-map.org
20181226,21931990,"In this report we introduce the Internet Brain Volume Database (IBVD), www.nitrc.org/projects/ibvd, a site devoted to facilitating access to and utilization of neuroanatomic volumetric observations as published in the literature.",nitrc
20181226,21931990,"Instantiated as a web-accessible database (www.cma.mgh.harvard.edu/ibvd and www.nitrc.org/projects/ibvd), this site is devoted to facilitating discovery and access to neuroanatomic volumetric observations as published in the literature.",nitrc
20181226,21931990,The website described in this report is currently accessible at www.cma.mgh.harvard.edu/ibvd and www.nitrc.org/projects/ibvd.,nitrc
20181121,21943305,The datasets used for the analyses described in this manuscript were obtained from the database of genotype and phenotype (dbGaP) found at http://www.ncbi.nlm.nih.gov/gap through dbGaP accession numbers phs000021.v3.p2 and phs000167.v1.p1.,dbgap
20181227,21945692,"With the advent and adoption of GIFTI http://www.nitrc.org/projects/gifti, surfaces and data from other platforms such as BrainVisa are now readily utilized.",nitrc
20181227,21945692,The new XML-based connectivity format CIFTI http://www.nitrc.org/projects/cifti would help facilitate such information exchanges.,nitrc
20181227,21969146,"Based on in situ hybridization data from the Allen Brain Atlas (http://www.brain-map.org/), 849 lncRNAs from diverse locations in the genome have shown distinct expression patterns in different regions, cell types and subcellular localization in adult mouse brains.",brain-map.org
20181227,21972117,"Following IRB approval at each site, archived ABC-C, IQ score, FMR1 status, medical, and demographic information was de-identified and uploaded to the National Database for Autism Research (NDAR; http://ndar.nih.gov/ndarpublicweb/), a data repository supported by the National Institutes of Health.",national database for autism research
20181227,21972117,Use of NDAR allowed the research team to combine de-identified data across centers while preserving the ability to match possible cases seen at multiple centers.,ndar
20181121,21996756,Raw genotype data for the ASD trios is deposited at NCBI dbGAP (accession phs000267.v1.p1).,dbgap
20181226,22006352,"Version V1.1 adds the segmentation data as an indexed label file in register with the MR image for each subject, and requires provision of a contact email address (via the NITRC registration process) and requires a ‘clickthrough’ acceptance of the licensing terms.",nitrc
20181226,22006352,Each of the diagnostic group bundles are linked to their respective group pages in the IBVD via the link exposed at the download page of the NITRC project.,nitrc
20181226,22006352,All data and resources referred to herein are available at the “CANDI Neuroimaging Access Point” project at NITRC: http://www.nitrc.org/projects/candi_share/,nitrc
20181226,22006352,"From the CANDIShare NITRC download page, both version V1.0 and V1.1 can be accessed.",nitrc
20181222,22031444,"To enable further discovery, this entire data set is freely available (from Gene Expression Omnibus: accession GSE30272; and dbGaP: accession phs000417.v1.p1) and can also be interrogated via a biologist-friendly stand-alone application (http://www.libd.org/braincloud).",dbgap
20181222,22031444,The entire data set has been deposited in Gene Expression Omnibus under accession number GSE30272 and dbGaP under accession number phs000417.v1.p1 and can also be interrogated at http://www.libd.org/braincloud.,dbgap
20181227,22056459,"In conjunction with the Neuroimaging Informatics Tools and Resources Clearinghouse (NITRC) and the International Neuroimaging Data-sharing Initiative (INDI), a large scale resting state fMRI dataset has already been made openly accessible through the 1000 Functional Connectomes Project containing resting state fMRI data obtained from over 1400 subjects by 28 international laboratories.",nitrc
20181227,22056459,fMRI data was extracted from the open-access ‘1000 Functional Connectomes Project’ (http://fcon_1000.projects.nitrc.org/) in which resting-state fMRI scans have been aggregated from 28 sites.,fcon_1000.projects
20181227,22056459,A population standard map of functional connectivity for the human brain underlies large scale imaging initiatives such as the NIH’s Human Connectome Project and the INDI/NITRC 1000 Functional Connectome database.,nitrc
20181227,22062192,Our ‘WU-Minn HCP Consortium’ was thrilled to receive NIH funding (http://humanconnectome.org/).,humanconnectome.org
20181227,22062192,One type of data visualization already implemented is a capability to view connectivity maps concurrently on surfaces and on subcortical gray matter using a new CIFTI data format (http://www.nitrc.org/projects/cifti/) that combines surface vertices and volume voxels in a unified file format.,nitrc
20181227,22076305,An additional 1221 subjects were analyzed from publicly available datasets released with the open-access ‘1000 Functional Connectomes Project’ (http://fcon_1000.projects.nitrc.org/) in which resting-state fMRI scans have been aggregated from 28 sites as well as typically developing subjects from the ADHD 200 project from the International Neuroimaging Data-sharing Initiative including 8 sites.,fcon_1000.projects
20181220,22138692,"To perform data normalization and signal extraction from the raw final report files generated in the genotyping experiments, we first reformatted data from dbGaP into the format produced by the following Affymetrix Power Tools: birdseed.calls.txt, birdseed.confidences.txt and quant-norm.pm-only.med-polish.expr.summary.txt (Supplementary Table 11).",dbgap
20181204,22164236,"Bottom panels: Images of proSAAS, proNPY, POMC, and PC1/3 mRNA distribution were downloaded from the Allen Mouse Brain Atlas [http://mouse.brain-map.org], Seattle, WA, Allen Institute for Brain Science ©2009.",brain-map.org
20181224,22171056,"We identified from the publicly available NKI dataset (http://fcon_1000.projects.nitrc.org/indi/pro/nki.html) a group of 22 adult participants in the age range of 19–22 who did not differ in mean age, gender distribution, or IQ from our adult dataset.",fcon_1000.projects
20181224,22171056,These group differences in functional connectivity were entirely replicated when we conducted this analysis on an independent matched dataset of children and adults (downloaded from http://fcon_1000.projects.nitrc.org/indi/pro/nki.html) (Figure 4a).,fcon_1000.projects
20181224,22171056,"Using data from the publicly-available NKI dataset (http://fcon_1000.projects.nitrc.org/indi/pro/nki.html), functional and effective connectivity analyses were conducted, replicating the original findings.",fcon_1000.projects
20181204,22205951,"Genotyping was carried out by the Broad Institute Center for Genotyping and Analysis using the Affymetrix Genome-Wide Human SNP Array 6.0 (Affymetrix, Santa Clara, CA, USA) separately for cases and controls to facilitate sharing of controls with the Genome-Wide Association Study of Schizophrenia (dbGaP; Study Accession: phs000021.v2.p1).",dbgap
20181224,22233733,"Prior to calculation of ALFF and fALFF, data underwent general preprocessing as described in section 2.5. fALFF was calculated as described by, and was implemented using scripts written by as part of the 1000 functional connectomes project (www.nitrc.org/projects/fcon_1000/).",nitrc
20181223,22245355,NIH ultimately awarded two complementary HCP grants (http://humanconnectome.org/consortia/).,humanconnectome.org
20181223,22245355,Each consortium member participates in at least one of seven operational teams (from pulse-sequence development to informatics - http://www.humanconnectome.org/about/teams.html) plus various ad hoc working groups established to deal with concrete issues.,humanconnectome.org
20181223,22245355,Analysis and visualization of dense connectome datasets are facilitated by the new ‘CIFTI’ data format (http://www.nitrc.org/projects/cifti/) that can handle surface vertices and gray matter voxels in a single data file.,nitrc
20181222,22270351,"In fact, projects such as the Human Connectome Project (http://humanconnectome.org/) aim to build large databases of such high quality data and make them available to the community.",humanconnectome.org
20181207,22284192,The data sets supporting the results of this article are available in the Dryad repository http://dx.doi.org/10.5061/dryad.66h5g23t.,dryad
20181226,22341327,"Characterization of GFP expression in these lines has revealed a variety of specific and nonspecific patterns, which may or may not faithfully recapitulate the endogenous gene’s expression pattern (often partially recapitulating), when compared with the Allen Mouse Brain Atlas gene expression database (http://www.brain-map.org/), also as seen in a retinal cell type screening effort.",brain-map.org
20181223,22348884,Variability in single-subject whole-brain functional volumes was determined using the Artifact Recognition Toolbox (http://www.nitrc.org/projects/artifact_detect).,nitrc
20190101,22377632,"The test statistic, X = (b − c)2/(b + c), where b and c are the numbers of observed transmissions of the A1 and A2 alleles, respectively, is asymptotically χ2 distributed with 1 d.f.. We performed the TDT in all data sets for (1) all parental transmissions (“combined”), (2) paternal transmissions only (“paternal”), and (3) maternal transmissions only (“maternal”), using PLINK, with all individuals in the pedigrees coded as “affected.” Raw data (transmission counts and P-values for all SNPs) for all tests for FHS will be available to approved users through dbGaP (http://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000007.v17.p6); data for HUTT and AGRE are provided in Table S1.",dbgap
20181123,22389694,"Of the 729 454 SNPs that passed the initial QC analyses in the bipolar disorder study, 724 067 SNPs were included in the dataset obtained through dbGAP (database of Genotypes and Phenotypes).",dbgap
20181123,22389694,A total of 435 291 SNPs survived the initial quality control analyses and were included in the released data set (dbGaP Accession Study phs000020.v2.p1).,dbgap
20181222,22404740,Data from all experiments have been deposited in Dryad (doi: 10.5061/dryad.7384037h).,dryad
20181120,22412387,"In the current study, we constructed a gene network using a WGCNA approach based on a widespread survey of gene expression undertaken by the Allen Human Brain Atlas project (http://www.brain-map.org).",brain-map.org
20181120,22412387,"(B) For the three neuronal modules, the ten areas showing the highest expression of the module eigengene were visualized using Brain Explorer (http://www.brain-map.org).",brain-map.org
20181120,22412387,"Microarray data were acquired from the Allen Brain Atlas (http://human.brain-map.org/well_data_files), and included a total of 1340 microarray profiles from donors H0351.2001 and H0351.2002, encompassing the different regions of the human brain.",brain-map.org
20181120,22412387,"A detailed description of the donor individuals, including available medical profile and post-mortem analyses performed is available at the following link:http://help.brain-map.org/download/attachments/2818165/CaseQual_and_DonorProfiles_WhitePaper.pdf.",brain-map.org
20181224,22415718,"A montage of in situ hybridization images from the Allen Brain Atlas (http://mouse.brain-map.org) is shown, demonstrating moderate to high levels of gene expression of β-catenin (ctnnb1) and wnt1 in many regions of the adult mouse brain that are involved in learning, memory, and behavior.",brain-map.org
20181227,22440651,"To this end, we have released 3 of the datasets used in to the neuroimaging community (data is currently being shared via the International Neuroimaging Data-sharing Initiative (INDI) based at NITRC; http://fcon_1000.projects.nitrc.org/indi/retro/Power2012.html).",fcon_1000.projects
20181224,22445337,Many gene markers have been identified through mining genome-wide cellular resolution gene expression data resources in the Allen Mouse Brain Atlas (http://www.brain-map.org) and by using targeted approaches.,brain-map.org
20181224,22445337,"This phylogenetic comparison is shown in Figure 7, made possible by the availability of mouse and human ISH data in the Allen Mouse Brain Atlas (http://mouse.brain-map.org) and Allen Human Brain Atlas (http://human.brain-map.org) generated using the same ISH technology platform as the macaque data.",brain-map.org
20181224,22445337,"Riboprobes were designed to overlap probe designs for homologous genes in mouse and human used in the Allen Mouse Brain Atlas (http://mouse.brain-map.org) and Allen Human Brain Atlas (http://human.brain-map.org/), and cross-species comparisons were made to data publicly available in those databases.",brain-map.org
20181118,22446880,http://connectivity.brain-map.org/transgenic/search/basic) can advise researchers about the cell-type specificity of expression expected when using a particular Cre driver with these reporter lines.,brain-map.org
20181118,22446880,The procedures were previously described  and can be found at the Transgenic Mouse database (http://help.brain-map.org/display/mouseconnectivity/Documentation).,brain-map.org
20181118,22446880,All ISH expression data will be available at http://connectivity.brain-map.org/transgenic/search/basic.,brain-map.org
20181222,22457490,"A search conducted using the Allen Brain Atlas (http://www.brain-map.org) revealed a strong correlation between the distribution of HDAC6 mRNA and that of the serotonergic marker tryptophan hydroxylase 2 (TPH2) (Allen Brain Atlas, NeuroBlast score 0.70, see).",brain-map.org
20181222,22457490,Available from: http://mouse.brain-map.org.,brain-map.org
20181222,22465841,Data from two different publicly available datasets were downloaded from the NITRC (http://www.nitrc.org/projects/fcon_1000/) and combined with fMRI datasets collected in our lab.,nitrc
20181222,22465841,"Eighteen child and adolescent subjects (eleven males, seventeen percent of the total sample size) were selected from the NYU data available online on the NITRC database.",nitrc
20181207,22493576,"The Neuroimaging Informatics Tools and Resources Clearinghouse21 (NITRC), while not a data management tool per se, also hosts data, including the widely accessed 1000 Functional Connectomes/International Neuroimaging Datasharing Initiative22 (INDI).",nitrc
20181207,22493576,"Although some resources have emerged to help find shared neuroimaging data through federation or mediation (e.g., NIF, NITRC), most cognitive researchers cannot rely on existing shared data to pursue their projects or analyses.",nitrc
20181207,22493576,"This initiative established a neuroimaging data repository (fMRI Data Center, or fMRIDC) that was an unprecedented success in the field, with many works published based on re-analyzed data obtained from the repository.",fmridc
20181207,22493576,5http://fcon_1000.projects.nitrc.org/indi/adhd200,fcon_1000.projects
20181207,22493576,20http://www.nitrc.org/projects/hid,nitrc
20181207,22493576,21http://www.nitrc.org,nitrc
20181207,22493576,22http://fcon_1000.projects.nitrc.org,fcon_1000.projects
20181123,22495311,Author information: Data included in this manuscript has been deposited at dbGaP under accession number phs000298.v1.p1 and is available for download at http://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000298.v1.p1,dbgap
20181224,22504417,"Allen Institute Brain Atlas, http://human.brain-map.org/; SNPExpress database, http://compute1.lsrc.duke.edu/softwares/SNPExpress/index.php; ADNI database, http://adni.loni.ucla.edu/; ADNI acknowledgements, http://adni.loni.ucla.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf; the Foundation for the NIH, http://www.fnih.org/; ADNI information, http://www.adni-info.org/; Brain Research Imaging Centre Edinburgh, http://www.bric.ed.ac.uk/; SINAPSE Collaboration, http://www.sinapse.ac.uk/; fBIRN, http://www.birncommunity.org/; SYS, http://www.saguenay-youth-study.org/; SHIP, http://ship.community-medicine.de/; ENIGMA Consortium protocols, http://enigma.loni.ucla.edu/protocols/; Mx, http://www.vcu.edu/mx/; SOLAR, http://solar.txbiomedgenetics.org/; Genetic Power Calculator, http://pngu.mgh.harvard.edu/~purcell/gpc/; HapMap, http://hapmap.ncbi.nlm.nih.gov/; Data upload site for participating studies, http://enigma.loni.ucla.edu/; METAL, http://www.sph.umich.edu/csg/abecasis/Metal/; METASOFT, http://genetics.cs.ucla.edu/meta/; matSpD, http://gump.qimr.edu.au/general/daleN/matSpD/.",brain-map.org
20181106,22511880,The whole exome sequence data is available online (The National Database for Autism Research (NDAR) Collection ID: NDARCOL0001918).,national database for autism research
20181207,22529798,"Existing code review systems such as Gerrit (http://code.google.com/p/gerrit) as well as the collaborative development and code review functionality provided by hosting services like GitHub (http://github.com) are built for a distributed review process and provide reviewers the ability to interact, modify, annotate and discuss the contents of submitted code changes.",github
20181207,22529798,"In GitHub, code is available for everyone to view and for registered GitHub members to comment on and report issues on through an interactive web interface.",github
20181207,22529798,"For example, the GitHub interface allows line-by-line commenting which reflects the structure of code.",github
20181207,22529798,Systems like Geritt and GitHub explicitly list the reviewers participating in the review process.,github
20181207,22529798,"This is a screenshot of a ribbon chart visualization in GitHub of the history of code additions to a project, where each color indicates an individual contributor and the width of a colored ribbon represents that individual's “impact” or contributions during a week-long period.",github
20181207,22529798,A snapshot from the web interface of a request to merge code into the NiPyPE (nipy.org/nipype) project on GitHub.,github
20181205,22563395,Any single acquisition where the subject moved 3 mm from the first acquisition or 1 mm from the preceding acquisition was removed from the analysis using an outlier covariate (http://www.nitrc.org/projects/artifact_detect/).,nitrc
20181207,22570705,"Analysis of functional connectivity of LFBFs was carried out with the “conn"" toolbox (www.nitrc.org/projects/conn, see ref..",nitrc
20181223,22582089,"As more GWAS data are produced, their genotypes, for example dbGap, become often publicly available.",dbgap
20181207,22596160,"Data mining of the Gene Expression Nervous System Atlas (GENSAT; www.gensat.org) and the Allen brain atlas (www.brain-map.org) revealed that human and mouse KCTD13 is expressed throughout development in neurons residing in the cortex, striatum, olfactory tubercle, and hippocampus.",brain-map.org
20181226,22634859,Software is available at http://www.nitrc.org/projects/staple.,nitrc
20181226,22634859,"More importantly, we have integrated the proposed method into a Linux-based standalone software package, namely Infant Brain Extraction and Analysis Toolbox (iBEAT), which is publicly available at http://www.nitrc.org/projects/ibeat.",nitrc
20181219,22659444,Resting state fMRI images of 197 healthy volunteers (mean age 34.7± 20.0 [SD] years; 115 male) from the NKI/Rockland sample were obtained through the 1000 functional connectomes project (www.nitrc.org/projects/fcon_1000/).,nitrc
20181119,22723804,The GAIN datasets were obtained from the database of Genotypes and Phenotype (dbGaP).,dbgap
20181207,22738071,Variability in single-subject whole-brain functional volumes was determined using the software program Artifact Recognition Toolbox http://www.nitrc.org/projects/artifact_detect.,nitrc
20181120,22748001,The datasets used for the analyses described in this manuscript were obtained from the database of Genotypes and Phenotypes (dbGaP) found at http://www.ncbi.nlm.nih.gov/gap through dbGaP accession number phs000021.v3.p2.,dbgap
20181114,22761869,"Human in situ hybridization data are available through the Allen Brain Institute (http://www.brain-map.org/), and a recent study from the ABI has correlated expression of approximately 1000 genes in the visual or temporal cortex finding roughly an 80% similarity rate between human and mouse cortical layer expression.",brain-map.org
20181223,22781874,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/).,nitrc
20181223,22829396,"Finally, we looked for the presence in IF5 of a number of genes commonly expressed in the hindbrain precerebellar nuclei, by using data from The Allen Institute for Brain Science (available at http://www.brain-map.org/).",brain-map.org
20181223,22829396,"From our analysis of expression seen in ISH images in the website of the Allen Brain Institute for Brain Science (http://www.brain-map.org/), using the AGEA tool.",brain-map.org
20181226,22836257,The pattern of somatic α6* nAChR expression in sSC and iSC is nearly identical to mRNA in situ hybridization data available for α6* and β3* nAChR subunits from the Allen Brain Atlas (www.brain-map.org).,brain-map.org
20181222,22856369,"DWIs were screened offline for motion artifacts and for missing and corrupted sections using an automatic DWI quality control tool, DTIPrep (http://www.nitrc.org/projects/dtiprep).",nitrc
20181120,22869036,Access to the raw sequence reads can be found at the National Database for Autism Research under accession number NDARCOL0001951.,national database for autism research
20181222,22869198,"Because multiple BET reader proteins, including Brd (bromodomain-containing proteins) 1–3 show robust and widespread expression in the mature mouse brain (www.brain-map.org), it will be interesting to explore bromodomain inhibitors in the context of the some of the neurological disease models discussed above.",brain-map.org
20181229,22891933,The 11q14.3 region was examined by meta-analysis of genome-wide scan data made available by the Genetic Association Information Network (GAIN) and other investigators (non-GAIN) through dbGap.,dbgap
20181229,22891933,Therefore we examined the 11q14.3 region by meta-analysis of genome-wide scan data made available by the Genetic Association Information Network (GAIN) and other investigators (non-GAIN) through dbGap.,dbgap
20181229,22891933,Data for cohorts of European-American (CEU) cases and matched controls were obtained from the general research use (GRU) subsets of two sample sets publically-available through the dbGAP database (www.ncbi.nlm.nih.gov/dbgap); GAIN schizophrenia (Genome-Wide Association Study of Schizophrenia (GAIN) dbGaP Study Accession: phs000021.v3.p2; cases = 1351 and controls = 1378) and non-GAIN schizophrenia (Molecular Genetics of Schizophrenia - nonGAIN Sample (MGS_nonGAIN) dbGaP Study Accession: phs000167.v1.p1; cases = 1149 and controls = 1347).,dbgap
20181229,22891933,"SNPs with experiment-wide significant association were visually inspected for genotyping integrity using the genotype cluster plots available through dbGAP or, in the case of the non-GAIN schizophrenia dataset cluster plots were constructed using Affymetrix Genotyping Console software.",dbgap
20181229,22891933,"Genotype integrity was verified using the genotype cluster plots available through dbGAP or, in the case of the non-GAIN schizophrenia dataset, cluster plots were constructed using Affymetrix Genotyping Console software",dbgap
20181226,22910401,"The above steps were carried out using the FCONN scripts (version 1.1), which are part of the 1000 functional Connectomes project and are available at http://www.nitrc.org/projects/fcon_1000/.",nitrc
20181222,22920393,"Case–control status and genotypes for the GAIN schizophrenia (version phs000021.v2.p1) and bipolar disorder (version phs000017.v3.p1) sample sets were obtained from the Database of Genotypes and Phenotypes (dbGaP): National Center for Biotechnology Information, National Library of Medicine (MD, USA).",dbgap
20181222,22920393,We genotyped an additional 429 samples (215 schizophrenia and 214 bipolar patients) from the GAIN consortium for QC purposes to allow comparisons to the previous genotypes obtained from dbGaP for these samples using the Affymetrix Genome-Wide Human SNP Array 6.0.,dbgap
20181227,22945462,A Python implementation of the Artifact Detection Tools (http://www.nitrc.org/projects/artifact_detect) available via Nipype was used to detect outliers (composite volume-to-volume motion >1 mm and intensity >3 SDs) in the functional time-series data and remove them from the analysis.,nitrc
20181202,22950410,Gene expression data was generated on Illumina H-8.v2 beadarrays (GEO; GSE15745) and genotype data on Illumina 550 k chips (dbGAP; phs000249.v1.p1).,dbgap
20181124,22965006,"It is highly expressed within the fusiform gyrus, as well as in superior temporal, cingulate and orbitofrontal regions (Allen Human Brain Atlas, http://human.brain-map.org/), which are areas implicated in face identification and emotion face processing deficits seen in ASD.",brain-map.org
20181203,22969709,"The primary image processing pipeline used the 1000 Functional Connectomes (Biswal et al.,) processing scripts available on the NITRC website, and briefly described here (www.nitrc.org/projects/fcon_1000/).",nitrc
20181203,22969709,"A five region parcellation of the motor cortex (M1) (Nebel et al.,) was used to create connectivity matrices from the NITRC-processed rs-fMRI data.",nitrc
20181123,22973200,"The release was coordinated through the International Neuroimaging Data sharing Initiative (INDI2), which makes use of the web infrastructure provided by Neuroimaging Informatics Tools and Resources Clearinghouse (NITRC) NITRC.org.",nitrc
20181123,22973200,"The ADHD-200 release data are stored and distributed in two ways: via NITRC Resources (NITRC-R) as tarballs, and via NITRC Image Repository (NITRC-IR3) which supports searches by phenotypic information powered by XNAT (Marcus et al.,).",nitrc
20181115,22973224,Mango is available from the Neuroimaging Tools and Resources (NITRC) website (http://www.nitrc.org/) and the Research Imaging Institute (RII) website (http://ric.uthscsa.edu/mango/).,nitrc
20181219,22996553,These data are freely accessible via the Allen Brain Atlas data portal (http://www.brain-map.org).,brain-map.org
20181219,22996553,"All of these data are linked with the other databases available via the Allen Brain Atlas data portal (http://www.brain-map.org) to facilitate comparative analyses with developing and adult mouse, rhesus macaque and human.",brain-map.org
20181219,22996553,Data visualization and mining tools were developed to create a publicly accessible data resource (http://human.brain-map.org/).,brain-map.org
20181222,23020821,"Similar to MSK1, in situ data sets presented on the Allen Mouse Brain Atlas (http://mouse.brain-map.org/) show marked MSK2 mRNA expression within the major hippocampus cell layers.",brain-map.org
20181222,23032117,These segmentation were established by extensive manual adaptation of segmentation maps computed with another atlas based EM segmentation method called ABC (http://www.nitrc.org/projects/abc/).,nitrc
20181224,23047070,"The first part of this question is being addressed with consortia and public databases (e.g, The Autism Brain Imaging Data Exchange – ABIDE – http://fcon_1000.projects.nitrc.org/indi/abide/index.html); the second part will require focus on a subset of networks and on the domain of social phenomena we discussed at the beginning of this review.",fcon_1000.projects
20181205,23049751,The software of the proposed method is publicly available in NITRC (http://www.nitrc.org/projects/ibeat).,nitrc
20181205,23049751,The source code and software of the proposed method have been released in NITRC (http://www.nitrc.org/projects/ibeat).,nitrc
20181119,23049834,The data used in this study are publically available via the 1000 Functional Connectomes Project database (http://www.nitrc.org/projects/fcon_1000/).,nitrc
20181119,23049834,"Although the main focus of the current study is the investigation of connectivity patterns and abnormality index in adults, we also performed the proposed analysis using the data of publicly released at the ADHD-200 Sample (http://fcon_1000.projects.nitrc.org/indi/adhd200/).",fcon_1000.projects
20181119,23049834,The preprocessed data was released by The NeuroBureau (http://neurobureau.projects.nitrc.org/ADHD200/) and is available at the referred website.,nitrc
20181206,23052546,"), we essentially followed the rhombomere schema of the Allen Developing Mouse Brain Atlas (http://developingmouse.brain-map.org/), whose reference atlases indicating rhombomeric units at different stages oriented our interpretation (note these reference atlases were elaborated by LP; see similar use by Watson and Paxinos).",brain-map.org
20181206,23052546,"The caudal isthmic limit was estimated by the selective presence of numerous Pax7,Pax3 and Otp expressing cells in the r1 mantle; these do not extend into the Is mantle (Allen Developing Mouse Brain Atlas, http://developingmouse.brain-map.org/).",brain-map.org
